NPM,IPK,Klasifikasi Profesi,ALGORITMA DAN PEMROGRAMAN 1,ALGORITMA DAN PEMROGRAMAN 2,ALGORITMA DAN PEMROGRAMAN 3,ALGORITMA DAN PENGOLAHAN PARALEL,ALGORITMA DEEP LEARNING,ARSITEKTUR KOMPUTER,BAHASA INDONESIA,BAHASA INGGRIS 1,BAHASA INGGRIS 2,BAHASA INGGRIS BISNIS 1,BAHASA INGGRIS BISNIS 2,BISNIS INFORMATIKA,COMPUTER VISION,DISAIN PEMODELAN GRAFIK,FISIKA DAN KIMIA DASAR 1,FISIKA DAN KIMIA DASAR 2,FORENSIK TEKNOLOGI INFORMASI,GRAFIK KOMPUTER 1,GRAFIK KOMPUTER 2,ILMU BUDAYA DASAR,ILMU SOSIAL DASAR,INFORMATIKA KESEHATAN,INTERAKSI MANUSIA DAN KOMPUTER,JARINGAN KOMPUTER,JARINGAN KOMPUTER LANJUT,KECERDASAN BUATAN,KOMPUTASI BIG DATA,KOMPUTASI MODERN,KONSEP DATA MINING,KONSEP TEKNOLOGI INFORMASI,LEGAL ASPEK PRODUK TEKNOLOGI INFORMASI DAN KOMUNIKASI,MATEMATIKA DASAR 1,MATEMATIKA DASAR 2,MATEMATIKA INFORMATIKA 1,MATEMATIKA INFORMATIKA 2,MATEMATIKA INFORMATIKA 3,MATEMATIKA INFORMATIKA 4,MATEMATIKA LANJUT 1,MATEMATIKA LANJUT 2,ORGANISASI SISTEM KOMPUTER,PEMODELAN DAN SIMULASI,PEMROGRAMAN BERBASIS OBJEK,PEMROGRAMAN JARINGAN,PEMROGRAMAN MULTIMEDIA,PEMROGRAMAN WEB,PENDIDIKAN AGAMA BUDDHA,PENDIDIKAN AGAMA HINDU,PENDIDIKAN AGAMA ISLAM,PENDIDIKAN AGAMA KATHOLIK,PENDIDIKAN AGAMA KRISTEN,PENDIDIKAN KEWARGANEGARAAN,PENDIDIKAN PANCASILA,PENGANTAR TEKNOLOGI INTERNET DAN NEW MEDIA,PENGANTAR TEKNOLOGI KOMPUTER DAN INFORMATIKA,PENGANTAR WEB SCIENCE,PENGELOLAAN PROYEK PERANGKAT LUNAK,PENGOLAHAN CITRA,PENULISAN ILMIAH / KERJA PRAKTEK,PERANCANGAN DAN ANALISA ALGORITMA,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 1,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 2,PRAKTIKUM ALGORITMA DAN PEMROGRAMAN 3,PRAKTIKUM FISIKA DASAR,PRAKTIKUM KOMPUTASI BIG DATA,PRAKTIKUM ROBOTIKA CERDAS,PRAKTIKUM TEKNOLOGI KECERDASAN ARTIFISIAL,PRAKTIKUM TERAPAN TEORI GRAF,REKAYASA KOMPUTASIONAL,REKAYASA PERANGKAT LUNAK 1,REKAYASA PERANGKAT LUNAK 2,RISET OPERASIONAL,ROBOTIKA CERDAS,SISTEM BASIS DATA 1,SISTEM BASIS DATA 2,SISTEM BERKAS,SISTEM INFORMASI,SISTEM INFORMASI AKUNTANSI DAN KEUANGAN,SISTEM INFORMASI MANAJEMEN,SISTEM KEAMANAN KOMPUTER,SISTEM MULTIMEDIA,SISTEM OPERASI,SISTEM TERDISTRIBUSI,SKRIPSI / EVALUASI KOMPREHENSIF,STATISTIKA 1,STATISTIKA 2,STRUKTUR DATA,TEKNIK KOMPILASI,TEKNOLOGI GAME,TEKNOLOGI KECERDASAN ARTIFICIAL,TEORI BAHASA DAN OTOMATA,TERAPAN TEORI GRAF
52416463,3.3,Software Engineer,3,3,3,2,3,3,3,4,3,2,2,4,0,4,4,4,3,3,3,4,4,2,3,3,4,4,0,3,3,3,3,4,3,4,4,3,4,3,2,3,2,3,4,3,3,0,0,3,0,0,3,3,4,3,4,4,4,4,4,4,4,4,3,0,0,0,0,2,4,3,4,0,4,4,4,3,4,3,4,2,2,4,4,3,2,4,4,4,0,3,0
52416702,3.42,IT Entrepreneur,4,4,4,4,4,4,3,4,3,3,4,4,0,4,3,4,3,3,3,4,4,3,2,3,1,4,0,4,4,3,1,4,3,4,4,3,3,4,3,3,3,4,4,4,3,0,0,3,0,0,4,4,4,4,4,4,3,4,4,4,3,4,4,0,0,0,0,3,3,4,2,0,4,3,2,4,4,4,4,4,3,3,4,3,3,3,3,4,0,2,0
52417177,3.44,Software Engineer,4,4,3,4,4,4,3,3,4,3,4,4,0,4,3,3,4,3,4,4,4,3,3,3,3,3,0,4,0,4,3,3,4,3,3,4,3,3,4,3,3,4,4,0,3,0,0,3,0,0,4,3,3,4,4,4,2,4,4,3,3,3,3,0,3,0,0,3,4,4,3,4,3,3,3,3,3,4,3,4,3,0,4,3,3,3,3,3,0,4,0
52417265,3.76,UI/UX Designer,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1,4,4,4,4,2,3,4,3,4,3,3,3,4,3,4,4,4,0,0,4,0,0,4,3,3,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,0,3,0
52417767,3.44,Back End Developer,3,4,3,4,4,3,3,4,4,4,4,4,0,4,3,3,4,3,4,3,4,3,3,3,4,3,0,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,0,0,3,0,0,3,3,3,4,4,4,3,4,4,4,3,3,2,0,4,0,0,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,0,4,0
52417976,3.4,Full Stack Developer,4,3,4,4,3,4,4,2,2,4,4,4,0,4,3,4,4,4,3,4,4,4,3,4,4,1,0,4,4,3,4,4,3,3,3,3,4,3,3,3,3,2,3,4,4,0,0,3,0,0,3,3,4,4,4,4,3,4,4,3,3,3,3,0,3,0,0,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,4,0,3,0
52418516,3.55,Front End Developer,3,3,3,3,4,4,3,4,4,4,3,4,0,4,2,3,4,4,4,4,3,3,3,3,0,4,4,4,0,4,4,3,3,4,4,2,3,4,3,3,3,3,4,0,4,0,0,3,0,0,3,3,4,4,3,4,4,4,3,4,3,3,3,4,3,0,3,4,4,3,3,3,4,4,4,3,4,4,4,3,4,0,4,3,4,4,4,4,0,3,4
52418584,3.59,Network Administrator,3,3,3,4,4,4,4,4,2,4,4,3,0,4,3,3,4,4,4,4,3,4,3,4,0,4,4,4,0,4,4,4,2,3,3,3,3,4,3,3,2,4,4,0,4,0,0,3,0,0,4,3,4,3,4,4,4,4,2,4,4,4,2,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,3,3,3,0,3,4
52419144,3.83,Cyber Security Manager,4,4,4,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,4,3,4,3,4,4,0,0,4,4,4,4,4,4,2,3,3,4,4,3,3,4,4,4,4,0,4,0,0,4,0,0,4,3,4,4,4,4,4,4,3,3,3,3,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,0,4,4,3,4,4,4,4,4,4
52419689,3.7,Network Security Engineer,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,4,0,0,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,4,0,0,4,0,0,3,3,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4
52419856,3.88,Full Stack Developer,4,4,4,3,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,0,4,0,4,0,0,0,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4
52419880,3.81,Web Developer,4,4,4,3,4,4,4,4,4,4,4,4,0,4,3,4,4,4,4,3,3,4,4,3,0,0,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,0,4,0,0,4,0,0,3,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4
52419919,3.52,Mobile App Developer,3,3,3,3,4,4,4,3,3,3,3,4,0,4,3,3,4,4,4,4,3,4,4,3,0,0,4,4,4,3,4,3,4,3,4,3,3,3,3,3,4,4,3,0,4,0,0,4,0,0,3,4,3,3,4,4,4,4,3,3,3,3,2,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,0,4,3,3,3,4,4,3,4,4
53414941,3.21,Data Scientist,3,3,3,2,4,4,3,3,4,4,3,3,0,4,4,3,4,3,2,3,3,3,3,3,3,4,0,4,3,3,4,3,3,4,3,2,4,2,4,3,3,4,2,3,4,0,0,3,0,0,3,3,3,4,4,3,3,4,4,3,2,3,3,0,0,0,0,3,4,3,4,0,2,3,4,3,4,4,4,3,3,3,3,3,3,3,3,2,0,3,0
53415019,3.35,Software Engineer,3,3,3,4,4,3,3,3,4,4,4,4,0,4,3,2,4,3,3,3,3,3,4,3,4,4,0,4,0,4,3,3,4,2,4,4,2,2,4,3,4,3,3,0,4,0,0,2,0,0,3,3,3,3,4,4,3,4,4,3,3,3,2,0,0,0,0,2,4,3,4,0,3,3,3,3,3,4,4,4,3,0,4,4,3,3,4,4,0,3,0
53415107,3.22,Data Scientist,3,3,3,3,3,3,3,4,3,3,3,4,0,3,3,3,4,3,3,4,4,2,4,3,3,4,0,3,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,0,0,3,0,0,4,4,4,3,3,3,3,3,4,3,3,2,2,0,0,0,0,3,3,3,3,0,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,0,3,0
53415615,3.26,Back End Developer,3,3,4,4,4,3,3,2,3,4,3,3,0,3,4,4,4,2,3,4,4,3,4,4,3,3,0,4,4,3,4,3,4,3,3,3,2,2,3,2,4,4,2,2,3,0,0,0,0,4,3,3,3,3,4,4,3,3,3,3,3,4,3,0,0,0,0,3,4,3,2,0,4,3,4,3,4,3,3,2,3,3,3,4,3,4,3,4,0,3,0
53415953,3.44,Full Stack Developer,4,3,4,3,4,4,3,3,3,4,4,4,0,4,4,4,4,2,2,4,4,4,4,4,3,4,0,3,4,4,4,4,3,4,3,2,3,2,3,3,4,3,2,4,3,0,0,4,0,0,4,3,4,4,3,4,3,4,4,3,3,4,3,0,0,0,0,2,4,2,3,0,4,3,4,3,4,4,3,3,3,3,4,4,3,3,4,4,0,3,0
53415961,3.34,Graphic Designer,3,4,3,3,4,3,3,3,2,3,3,3,0,3,4,3,4,3,2,4,4,2,4,3,3,4,0,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,4,3,0,0,4,0,0,3,3,4,4,4,3,3,4,3,2,3,2,3,0,0,0,0,3,4,3,3,0,4,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,0,4,0
53416011,3.32,Back End Developer,4,3,3,4,4,3,3,3,3,4,4,3,0,3,4,3,4,4,3,3,3,3,4,4,4,3,0,3,3,4,3,3,2,3,3,3,4,4,3,3,3,3,3,3,2,0,0,3,0,0,2,2,4,3,4,4,2,4,4,3,3,3,3,0,0,0,0,2,3,4,4,0,3,4,3,4,4,4,3,3,4,3,3,4,3,3,3,3,0,4,0
53416109,3.27,IT Consultant,3,3,4,2,4,4,4,4,3,3,3,4,0,4,4,3,3,3,3,3,3,2,2,3,3,4,0,2,3,4,4,3,2,4,3,3,4,4,2,3,3,4,2,4,4,0,0,3,0,0,2,4,3,4,3,4,2,4,4,3,3,3,3,0,0,0,0,3,4,2,3,0,4,3,3,3,4,3,3,2,3,3,4,4,4,3,3,3,0,4,0
53416424,3.34,DevOps Engineer,4,3,3,3,4,4,3,3,4,3,4,4,0,4,4,3,3,3,3,4,4,3,4,4,3,3,0,4,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,3,4,2,4,3,4,3,3,3,3,3,0,0,0,0,2,3,4,3,0,4,3,3,3,4,3,3,3,3,0,4,3,3,3,3,4,0,4,0
53416775,3.31,Graphic Designer,4,2,3,3,2,3,4,4,4,3,4,4,0,4,3,3,3,2,4,4,4,3,4,3,2,3,0,4,4,4,3,4,4,3,3,2,4,3,3,3,3,3,2,4,3,0,0,0,0,4,4,4,4,3,4,2,4,4,4,3,4,4,2,0,0,0,0,2,4,3,4,0,3,4,4,3,3,4,3,3,3,4,4,3,3,4,3,2,0,3,0
53416882,3.06,Lecturer,3,3,3,3,3,3,3,3,3,3,2,4,0,3,3,3,3,4,1,2,4,3,3,3,3,3,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0,0,3,0,0,3,3,3,3,2,3,3,4,3,4,4,4,2,0,0,0,0,2,4,3,4,0,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,4,0,3,0
53417177,3.21,Software Engineer,3,3,3,2,4,3,3,3,3,4,4,3,0,4,3,3,3,3,4,3,4,3,2,3,4,3,0,2,4,4,3,3,4,3,3,2,3,4,2,3,3,4,2,3,2,4,0,0,0,0,3,3,4,4,4,4,2,4,3,4,4,4,3,0,3,0,0,3,3,4,2,4,4,3,3,4,3,4,4,3,3,3,4,2,4,3,2,4,0,3,0
53417359,3.22,Database Administrator,3,3,3,3,4,4,4,4,3,2,4,4,0,4,3,4,4,3,4,4,4,4,3,4,4,3,0,4,3,3,4,2,4,2,2,3,3,3,2,4,3,3,2,4,3,0,0,3,0,0,3,3,3,4,4,3,2,4,3,3,2,3,2,0,3,0,0,3,4,4,3,3,4,3,3,3,3,4,4,2,3,3,4,2,3,2,4,4,0,2,0
53417866,3.33,Software Engineer,4,4,3,4,3,4,3,4,4,4,4,4,0,4,3,3,4,3,4,4,4,3,3,3,3,4,0,4,3,3,4,4,2,3,3,3,4,4,2,3,3,3,3,4,4,0,0,3,0,0,4,3,3,3,4,2,3,4,4,3,3,4,3,0,3,0,0,2,4,3,3,3,3,3,3,3,3,4,4,1,4,3,4,4,3,3,4,4,0,3,0
53417942,3.34,Back End Developer,3,3,3,4,3,3,3,3,3,3,3,4,0,4,3,3,4,3,4,3,4,4,3,3,4,3,0,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,0,0,3,0,0,3,3,3,3,4,4,2,4,4,3,3,3,3,0,4,0,0,3,4,4,3,3,4,3,4,3,4,4,4,3,3,4,4,3,3,3,3,3,0,4,0
53418995,3.6,Software Engineer,4,3,3,3,4,4,4,3,4,4,4,4,0,4,3,3,4,4,4,4,4,3,4,4,0,4,4,3,0,4,4,3,4,3,4,3,3,3,3,3,4,3,4,0,4,0,0,3,0,0,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,0,4,3,4,3,2,4,4,4,4,3,4,4,4,3,3,0,4,3,3,3,4,4,0,3,3
53419110,3.83,Software Quality Assurance,4,4,4,2,4,4,3,3,4,4,4,4,0,4,4,4,4,4,4,4,3,4,3,4,0,0,4,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,0,4,0,0,4,0,0,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4
53419291,3.74,Software Engineer,3,3,3,3,4,4,2,4,4,4,3,4,0,3,4,4,3,4,4,3,3,4,4,4,0,0,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,0,4,0,0,4,0,0,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,0,4,4,4,4,4,4,3,4,4
53419310,3.94,Full Stack Developer,4,3,4,3,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4
53419382,3.86,Mobile App Developer,3,4,4,3,4,4,4,4,3,4,4,4,0,4,4,4,4,4,4,3,3,4,4,4,0,0,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4
53419677,3.9,Software Engineer,4,4,3,3,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,0,4,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,4,4,4,4
53419781,3.75,Software Engineer,4,3,4,4,4,4,4,3,4,4,4,4,0,4,3,4,3,4,4,3,4,4,3,4,0,0,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,0,4,0,0,3,0,0,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,3,4
53419990,3.85,Back End Developer,4,4,4,3,4,4,3,4,4,4,4,4,0,4,3,4,3,4,4,4,4,4,4,3,0,0,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,0,4,0,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,0,4,4,3,4,4,4,4,4,4
54414002,3.07,Software Engineer,4,3,3,3,2,3,3,4,4,3,3,3,0,4,3,3,4,3,3,4,4,4,3,3,2,4,0,3,4,3,2,3,2,4,4,3,4,3,2,3,2,2,3,3,2,0,0,3,0,0,3,4,3,3,4,2,2,4,3,4,2,3,4,0,0,0,0,2,4,3,3,0,3,4,2,3,3,2,2,2,3,3,4,3,4,2,2,3,0,4,0
54414455,3.37,System Analyst,4,3,3,3,4,3,3,3,3,4,3,4,0,4,3,3,4,4,3,3,4,2,3,3,3,4,0,2,0,3,3,4,4,3,3,4,3,3,3,3,4,3,3,0,4,0,0,3,0,0,3,3,4,3,4,4,3,4,3,3,3,4,3,0,0,0,0,3,4,3,4,0,3,3,3,3,4,4,4,3,4,0,4,3,3,4,4,4,0,3,0
54415347,3.05,Mobile App Developer,3,3,3,3,4,2,3,4,2,3,2,4,0,3,3,2,3,2,3,3,4,3,2,4,3,4,0,4,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,0,0,2,0,0,4,3,4,3,4,3,3,4,3,3,3,3,4,0,0,0,0,3,4,3,3,0,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,0,2,0
54415421,3.3,IT Consultant,3,3,4,3,4,4,3,3,2,3,4,4,0,3,4,3,4,3,2,4,3,4,4,4,4,4,0,4,3,3,4,4,3,3,3,4,3,3,2,3,4,4,3,3,3,0,0,3,0,0,3,4,4,4,4,3,2,4,4,3,3,3,3,0,0,0,0,2,4,3,3,0,4,4,3,3,3,3,3,2,3,3,3,2,2,3,3,4,0,4,0
54415508,3.26,Software Quality Assurance,3,3,4,3,4,4,2,3,2,4,3,2,0,3,3,3,3,3,3,3,3,3,4,3,4,3,0,2,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,0,0,4,0,0,4,3,3,3,4,4,3,4,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,0,3,0
54415703,3.34,Back End Developer,4,3,4,3,4,3,4,3,3,4,3,4,0,3,3,4,4,4,3,3,4,3,3,4,4,4,0,3,4,4,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,0,0,4,0,0,3,3,4,4,3,3,4,4,3,4,3,3,3,0,0,0,0,3,4,2,3,0,4,4,2,4,4,4,2,2,4,3,4,3,2,4,3,4,0,3,0
54415856,3.53,IT Project Manager,3,3,4,3,4,4,3,3,4,4,4,4,0,4,3,3,4,3,3,3,4,4,3,4,3,4,0,3,4,3,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,0,0,3,0,0,4,4,4,4,4,4,4,4,4,2,3,4,4,0,0,0,0,3,4,3,4,0,4,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,0,3,0
54416009,3.56,Mobile App Developer,4,3,4,3,4,3,3,4,3,4,4,4,0,4,2,2,4,4,4,4,4,4,3,4,3,4,0,4,0,4,4,3,4,4,3,4,4,4,3,3,3,4,3,0,3,0,0,0,4,0,4,4,4,4,4,4,3,3,3,4,3,3,4,0,0,0,0,3,4,4,4,0,4,4,3,4,3,4,4,2,3,0,4,4,3,3,4,4,0,3,0
54416146,3.32,UI/UX Designer,3,3,4,4,4,3,4,3,4,4,3,3,0,3,2,3,4,3,2,4,3,2,3,3,4,4,0,1,4,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,4,0,0,3,0,0,2,3,2,4,4,4,2,4,4,2,3,3,3,0,0,0,0,3,4,4,4,0,3,3,3,4,4,3,3,3,3,3,4,4,3,4,3,3,0,3,0
54416197,3.01,Network Engineer,3,2,3,3,4,3,3,3,3,3,2,4,0,4,3,2,2,3,3,4,3,3,3,4,2,3,0,1,4,4,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,0,0,3,0,0,4,3,4,3,3,4,1,4,3,3,3,3,3,0,0,0,0,2,3,3,3,0,2,4,2,3,4,2,2,3,3,1,3,3,3,3,3,4,0,3,0
54416680,3.68,Software Engineer,3,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,0,4,0,3,4,4,4,4,3,3,4,3,3,4,4,4,3,0,4,0,0,3,0,0,3,3,4,3,3,3,4,4,3,4,3,3,3,0,0,0,0,4,3,4,4,0,4,4,3,4,4,3,4,4,3,0,4,3,4,3,4,4,0,4,0
54416701,3.46,Software Quality Assurance,3,3,4,3,4,3,3,3,4,4,4,4,0,3,4,4,4,3,3,4,4,3,3,4,3,4,0,3,0,3,3,3,3,4,4,4,3,4,3,3,3,3,3,0,3,0,0,3,0,0,4,4,2,4,4,4,3,4,3,4,3,3,3,0,0,0,0,3,4,4,3,0,4,3,3,4,4,4,3,3,4,0,4,4,3,3,4,3,0,3,0
54416758,3.51,IT Consultant,4,4,4,3,4,3,3,3,4,4,3,4,0,3,3,3,4,3,3,4,4,3,3,4,4,3,0,3,0,4,4,3,3,4,4,3,4,3,3,3,3,4,4,0,3,0,0,4,0,0,3,3,4,4,4,4,4,4,4,3,3,3,3,0,0,0,0,3,4,4,4,0,4,3,3,4,4,3,4,3,3,0,4,3,3,3,3,4,0,4,0
54416880,3.42,Software Quality Assurance,3,4,3,4,4,4,3,3,4,4,4,4,0,3,4,3,4,2,3,3,4,2,4,4,4,3,0,4,0,4,4,3,4,4,4,4,4,3,3,2,3,4,2,0,3,0,0,3,0,0,3,3,4,4,4,4,2,4,3,3,3,2,3,0,0,0,0,3,3,4,4,0,3,3,3,4,3,3,2,3,3,0,4,3,4,4,4,4,0,4,0
54417100,3.51,Software Engineer,4,4,3,4,3,4,4,3,3,4,4,3,0,4,4,4,4,3,3,4,4,4,4,4,4,4,0,4,0,4,4,3,3,3,4,3,3,3,4,3,3,3,3,0,3,0,0,3,0,0,4,3,3,3,4,4,2,3,4,3,3,3,4,0,4,0,0,3,4,3,3,3,4,3,3,3,4,4,4,3,4,0,4,3,4,3,3,4,0,3,0
54417129,3.54,Network Engineer,3,3,4,4,3,3,4,2,3,4,4,4,0,4,4,3,4,3,4,4,4,3,3,3,4,3,0,4,0,4,3,4,4,4,3,3,4,3,4,3,4,4,4,0,4,0,0,4,0,0,4,3,3,3,4,4,2,4,4,3,3,3,3,0,4,0,0,3,4,4,3,4,4,3,3,4,3,3,4,4,3,0,4,3,3,4,4,3,0,3,0
54417315,3.52,Mobile App Developer,3,3,3,4,2,3,4,4,2,4,4,4,0,4,3,2,4,3,4,4,4,4,3,4,4,3,0,4,0,4,4,4,3,4,3,3,4,3,4,3,3,3,4,0,4,0,0,3,0,0,3,3,4,3,4,4,3,4,4,3,3,3,2,0,4,0,0,4,4,4,3,4,4,3,3,3,4,4,4,4,3,0,4,3,4,4,4,3,0,3,0
54417465,3.52,Software Quality Assurance,3,4,3,4,4,3,4,2,3,4,4,4,0,4,3,3,4,4,4,4,3,3,3,3,4,4,0,4,0,4,3,3,2,3,3,3,2,3,3,3,3,3,4,0,4,0,0,4,0,0,4,3,4,3,3,4,3,4,4,4,4,4,2,0,4,0,0,4,4,4,4,4,4,4,3,4,4,4,4,4,3,0,4,3,3,3,4,4,0,3,0
54417482,3.75,Web Developer,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4,4,3,4,3,4,4,4,0,4,0,4,4,4,3,4,3,4,4,4,4,4,4,4,4,0,4,0,4,0,0,0,4,3,3,4,4,4,3,4,3,4,4,4,3,0,3,0,0,4,4,4,4,4,3,3,3,4,4,4,4,4,3,0,4,3,4,4,4,4,0,3,0
54417526,3.48,Mobile App Developer,3,3,3,3,4,4,3,4,4,4,4,4,0,4,3,3,4,3,4,4,2,4,3,4,4,3,0,4,0,4,4,3,4,4,3,2,3,3,3,3,2,3,3,0,4,0,0,3,0,0,4,3,3,4,3,4,2,4,3,4,4,4,3,0,3,0,0,3,4,4,4,4,3,3,4,4,3,4,4,4,3,0,4,4,4,4,4,4,0,3,0
54417680,3.49,Software Engineer,4,3,4,4,4,4,3,4,4,4,4,4,0,4,3,4,4,2,4,3,4,4,2,3,4,4,0,1,3,4,4,3,3,4,4,3,3,2,3,3,4,3,4,3,4,0,0,4,0,0,4,4,3,4,4,3,4,4,4,4,3,4,3,0,3,0,0,4,4,4,3,3,4,3,3,3,4,3,4,4,3,3,3,4,2,3,4,4,0,3,0
54417878,3.58,Software Engineer,4,3,3,4,4,4,3,4,4,4,4,4,0,4,4,3,4,3,3,4,3,4,3,4,4,4,0,4,0,4,3,4,3,4,3,4,4,4,2,3,3,4,4,0,4,0,0,3,0,0,3,3,3,3,4,4,3,3,3,4,3,3,3,0,4,0,0,3,4,4,3,4,4,4,3,4,4,4,4,4,3,0,4,3,4,3,4,4,0,3,0
54418032,3.63,Mobile App Developer,4,3,3,4,4,4,3,4,3,4,4,4,0,4,3,3,4,3,4,3,4,3,4,3,0,4,4,4,0,4,4,3,4,3,4,3,3,4,3,3,4,4,4,0,4,0,0,4,0,0,4,4,4,3,4,3,4,4,3,4,3,3,3,4,4,0,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,0,4,3,3,3,4,4,0,4,4
54419118,3.72,Web Developer,4,4,3,3,4,4,4,4,4,4,4,4,0,4,3,4,3,4,4,4,3,4,4,4,0,0,4,4,4,4,4,4,4,3,4,3,3,2,4,4,4,4,4,0,3,0,0,4,0,0,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,3,4,0,4,4,3,3,4,4,4,3,4
54419126,3.7,Data Analyst,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,0,0,4,4,3,3,4,2,4,3,3,3,3,3,3,4,3,4,4,4,4,0,0,4,0,0,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4
